titles,genre,developers,publishers
History of Kita Denshi,Map Japan,Map Japan,"January 18, 2001"
Hit Back,Tomy Corporation,Tomy Corporation,"April 15, 1999"
Hitori de Dekirumon!,Microvision,Bandai,"April 26, 2001"
The Hive,Trimark,Trimark,Unreleased
Hiza no Ue no Partner: Kitty on Your Lap,Kaneko,Culture Publishers,"March 12, 1998"
Hogs of War,Infogrames,"Infogrames (Original & Best Of Infogrames Re-Release), Zoo Digital",Unreleased
Hokuto no Ken,Banpresto,Banpresto,"August 30, 1996"
Hokuto no Ken: Seiki Matsukyu Seishi Densetsu,Bandai,Bandai,"October 26, 2000"
Honkaku 4Jin Uchi Geinoujin Taikyoku Mahjong: The Wareme de Pon,Video System,Video System,"October 25, 1996"
Honkaku Hanafuda,Altron,Altron,"November 12, 1998"
Honkaku Igo,Seta Corporation,Seta Corporation,"May 21, 2001"
Honkaku Mahjong: Tetsuman Special,Chat Noir,Naxat Soft,"July 19, 1996"
Honkaku Shogi Shinan,Yuki,DigiCube,"November 29, 2001"
Honkaku Shogi: Shogi Ou,Warashi,Warashi,"September 23, 1998"
Honkaku Yonin Uchi Pro Mahjong: Mahjong Ou,Warashi,Warashi,"May 25, 2000"
Honoo no Ryourinin: Cooking Fighter Hao,Nippon Ichi Software,Nippon Ichi Software,"May 21, 1998"
The Hoobs (Jim Henson's The Hoobs),SCEE,SCEE,Unreleased
Hooters Road Trip,Hoplite Research,Ubisoft,Unreleased
Hoshi de Hakken!! Tamagotchi,Bandai,Bandai,"February 7, 2002"
Hoshi no Mahoroba,Jorudan,Jorudan,"August 1, 2002"
Hoshi no Oka Gakuen Monogatari: Gakuensai,Atelier-Sai,Media Works,"October 22, 1998"
Hoshigami: Ruining Blue Earth,Max Five,"Atlus Co., Max Five","February 7, 2002"
Hot Shot,Phoenix Games,Phoenix Games,Unreleased
Hot Wheels Extreme Racing,Atod AB,THQ,Unreleased
Hot Wheels Turbo Racing,Stormfront Studios,Electronic Arts,Unreleased
Houma Hunter Lime: Special Collection Vol. 1,Copya Systems,Asmik Ace,"December 22, 1994"
Houma Hunter Lime: Special Collection Vol. 2,Copya Systems,Asmik Ace,"September 15, 1995"
Houma Hunter Lime with Paint Maker,Copya Systems,Asmik Ace,"February 21, 1997"
Houshinengi,Koei,Koei,"September 10, 1998"
Houshinengi Aizouban,Koei,Koei,"April 1, 1999"
Hugo,ITE Media,ITE Media,Unreleased
Hugo 2,ITE Media,ITE Media,Unreleased
Hugo: Black Diamond Fever,ITE Media,ITE Media,Unreleased
Hugo: The Evil Mirror,ITE Media,ITE Media,Unreleased
Hugo: Frog Fighter,ITE Media,ITE Media,Unreleased
Hugo: The Quest for the Sunstones,ITE Media,ITE Media,Unreleased
Hunchback of Notredame,The Code Monkeys,Midas Interactive,Unreleased
Hunter X Hunter: Maboroshi no Greed Island,Konami,Konami,"October 26, 2000"
Hunter X Hunter: Ubawareta Aura Stone,Konami,Konami,"September 27, 2001"
Hyakujuu Sentai GaoRanger,Bandai,Bandai,"November 29, 2001"
Hybrid,Vulcan Software,Midas Interactive Entertainment,Unreleased
Hydro Thunder,Blue Shift,Midway Games,Unreleased
Hyouryuu Ki: The Reportage Beyond the Sea,KSS,KSS,"October 28, 1999"
Hyper 3-D Pinball•Tilt!PAL,NMS Software,Virgin Interactive,"February 28, 1997"
Hyper Crazy Climber,Nihon Bussan,Nihon Bussan,"February 23, 1996"
Hyper Final Match TennisJP•Hyper Tennis: Final MatchPAL,Human Entertainment,Human Entertainment,"March 22, 1996"
Hyper Formation Soccer,Human Entertainment,Human Entertainment,"October 13, 1995"
Hyper Pachinko,Konami,Konami,"July 27, 2000"
Hyper Securities 2,Pack-In-Video,Victor Interactive Software,"June 25, 1998"
Hyper Rally,Harvest One,Harvest One,"August 30, 1996"
I.Q. Final•Kurushi Final: Mental BlocksPAL,SCEI,"SCEIJP, SCEEPAL","December 23, 1998"
I'Max Shogi II,I'Max,I'Max,"October 9, 1997"
Ibarado: Rapture no Kaeru Machi,TV Asahi,System Sacom,"October 16, 1997"
Ichigeki: Hagane no Hito,Opus,Bandai,"November 2, 1999"
Ide Yosuke Meijin no Shinmi Sen Mahjong,Capcom,Capcom,"June 28, 1996"
Ide Yosuke no Mahjong Kazoku,Opus,SETA Corporation,"November 3, 1995"
Ide Yosuke no Mahjong Kyoshitsu,Athena,Athena,"December 2, 1999"
Idol Janshi Suchie-Pai Limited,Jaleco,Jaleco,"March 24, 1995"
Idol Janshi Suchie-Pai II Limited,Jaleco,Jaleco,"October 20, 1996"
Idol Promotion: Yumie Suzuki,Allumer,Allumer,"May 31, 1996"
Igo o Nintarou!,DigiCube,DigiCube,"March 28, 2002"
IHRA Drag Racing,Digital Dialect,Bethesda Softworks,Unreleased
IK+,Ignition Entertainment,Ignition Entertainment,Unreleased
Ikasama Mahjong,Idea Factory,Idea Factory,"May 2, 2000"
Ikkyuu-san: The Quiz,Bandai,Bandai,"March 28, 2002"
Image Fight and X-Multiply,Irem,Xing Entertainment,"March 19, 1998"
Imadoki no Vampire: Bloody Bride,Jorudan,Atlus,"December 27, 1996"
Impact Racing,Funcom Dublin,JVC Musical Industries,Unreleased
In Cold Blood,Revolution Software,"Dreamcatcher InteractiveNA, SCEEPAL",Unreleased
In the Hunt,Funcom Dublin,THQ,"November 10, 1995"
Inagawa Junji: Kyoufu no Yashiki,Billiken Soft,Visit,"July 1, 1999"
Inagawa Junji: Mayonaka no Taxi,Kaku,Visit,"July 13, 2000"
Incredible Crisis,Polygon Magic,"Titus InteractiveNA,PAL, Tokuma Shoten Publishing Co., LtdJP","June 24, 1999"
The Incredible Hulk: The Pantheon Saga,Attention to Detail,Eidos Interactive,Unreleased
Independence Day,Radical Entertainment,Fox Interactive,Unreleased
Indy 500,Tomy,"TomyJP, JVC Music EuropePAL","May 27, 1997"
Infestation,Frontier Developments,Ubisoft,Unreleased
Infinity,KID,KID,"March 23, 2000"
Initial D,Kodansha,Kodansha,"January 7, 1999"
Inspector Gadget: Gadget's Crazy Maze,"Light & Shadow Productions, Vision Media Engineering",Ubisoft,Unreleased
I.Q.: Intelligent Qube•KurushiPAL,SCEI,"SCEEPAL, SCEIJP, SCEANA","January 31, 1997"
Intellivision Classic Games,Gray Matter,Activision,Unreleased
International Cricket Captain 2000,Empire Interactive,Empire Interactive,Unreleased
International Cricket Captain 2001 Ashes Edition,Empire Interactive,Empire Interactive,Unreleased
International Cricket Captain 2002,Empire Interactive,Empire Interactive,Unreleased
International Moto X,Graftgold,"Time Warner InteractivePAL, Coconuts JapanJP","September 27, 1996"
International Soccer Excite Stage 2000,Art,Epoch,"August 24, 2000"
International Superstar Soccer,Konami,Konami,Unreleased
International Superstar Soccer Deluxe,Konami,Konami,Unreleased
International Superstar Soccer Pro 98,Konami,Konami,Unreleased
International Track & Field,Konami,Konami,"May 31, 1996"
International Track & Field 2000•International Track & Field 2PAL•Ganbare Nippon! Olympics 2000JP,Konami,Konami,"July 13, 2000"
Interplay Sports Baseball 2000•Baseball 2000PAL,Interplay,Interplay,Unreleased
Inu no Kaikata,Billiken Soft,D3Publisher,"April 18, 2002"
Inuyasha,Bandai,Bandai,"December 27, 2001"
Inuyasha: A Feudal Fairy Tale•Inuyasha: Sengoku Otogi KassenJP,Dimps Corporation,Bandai,"December 5, 2002"
Invasion,Microids,Microids,Unreleased
Invasion from Beyond (B-Movie),King of the Jungle,GT Interactive,Unreleased
Ippatsu Gyakuten: Legend of the Gamble King,Island Creation,Island Creation,"January 10, 1997"
Irem Arcade Classics,Irem,I'Max,"April 26, 1996"
Iron and Blood,Take-Two Interactive,Acclaim,Unreleased
Iron Man and X-O Manowar in Heavy Metal,Realtime Associates,Acclaim,"January 31, 1997"
Iron Soldier 3,Eclipse Software Design,"Vatical Entertainment, Telegames",Unreleased
Irritating Stick,Jaleco Entertainment,Jaleco Entertainment,"March 19, 1998"
...Iru!,Soft Machine,Takara,"March 26, 1998"
iS – internal section,positron,Square,"January 28, 1999"
Ishin no Arashi,Koei,Koei,"December 11, 1997"
Ishin no Arashi: Bakumatsu Shishiden,Koei,Koei,"February 4, 1999"
ISS Pro Evolution•World Soccer Jikkyou Winning Eleven 4JP,Konami,Konami,"September 2, 1999"
ISS Pro Evolution 2•World Soccer Jikkyou Winning Eleven 2000: U-23 Medal Heno ChousenJP,Konami Computer Entertainment Tokyo,Konami,December 2000
Itadaki Street: Gorgeous King,Tomcat System,Enix,"September 23, 1998"
The Italian Job,Pixelogic,"SCiPAL, Rockstar GamesNA",Unreleased
"Itsuka, Kasanariau Ashita e: Sayuri-hen",MBA International,Sony Music Entertainment Incorporated,"August 26, 1999"
"Itsuka, Kasanariau Ashita e: Shirou-hen",MBA International,Sony Music Entertainment Incorporated,"August 26, 1999"
Iwatobi Penguin Rocky & Hopper,F2 Company,Nippon Rental,"April 25, 1997"
Iwatobi Penguin Rocky & Hopper 2 – Tantei Monogatari,Culture Publishers,Culture Publishers,"February 26, 1998"
J's Racin',TYO,Digital Frontier,"September 25, 1997"
J.B. Harold: Blue Chicago Blues,Riverhillsoft,Riverhillsoft,"November 22, 1995"
J.League Jikkyou Winning Eleven,KCE Sapporo,Konami,"July 21, 1995"
J.League Jikkyou Winning Eleven 2000,Konami,Konami,"June 29, 2000"
J.League Jikkyou Winning Eleven 2000 2nd,Konami,Konami,"November 30, 2000"
J.League Jikkyou Winning Eleven 2001,Konami,Konami,"June 21, 2001"
J.League Jikkyou Winning Eleven 3,Konami,Konami,"December 11, 1997"
J.League Jikkyō Winning Eleven '97,Konami,Konami,"November 22, 1996"
J.League Soccer: Jikkyou Survival League,Tecmo,Tecmo,"December 22, 1999"
J.League Virtual Stadium '96,EA Sports,Electronic Arts,"April 26, 1998"
J.League Winning Eleven '98-'99,KCE Sapporo,Konami,"December 3, 1998"
Jackie Chan Stuntmaster,Radical Entertainment,"SCEANA, SCEEPAL",Unreleased
Jade Cocoon: Story of the Tamamayu,Genki,"GenkiJP, Crave EntertainmentNA, UbisoftPAL","December 3, 1998"
JailBreaker,Highwaystar,NEC Interchannel,"June 3, 1999"
Jaja Uma Quartet: Mega Dream Destruction,Studio OX,GMF,"September 10, 1998"
Jaleco Collection Vol. 1,Pacific Century Cyber Works,Pacific Century Cyber Works,"October 23, 2003"
James Pond 2: Codename: Robocod,Vectordean,Play It Ltd,Unreleased
Jang Jang Koi Shimashow: Lovely Pop 2 in 1,Visco,Visco,"February 26, 1998"
Jang Jang Koi Shimashow: Separate 1 - Jang Jang Shimashow,Visco,Visco,"April 27, 2000"
Jang Jang Koi Shimashow: Separate 2 - Koi Koi Shimashow,Visco,Visco,"April 27, 2000"
Jarin-ko Chie: The Hanafuda,Yuki,Bandai,"November 29, 2001"
Jeff Wayne's The War of the Worlds,Pixelogic,GT Interactive,Unreleased
Jellyfish: The Healing Friend,Visit,Visit,"September 28, 2000"
Jeopardy!,Artech Studios,Hasbro Interactive,Unreleased
Jeopardy! 2,Artech Studios,Hasbro Interactive,Unreleased
Jeremy McGrath Supercross '98,Probe Entertainment,Acclaim,Unreleased
Jeremy McGrath Supercross 2000,Acclaim Entertainment,Acclaim Entertainment,Unreleased
Jersey Devil,Behaviour Interactive,"SCEANA, Ocean SoftwarePAL, KonamiJP","June 24, 1999"
Jet Ace,Phoenix Games,Phoenix Games,Unreleased
Jet de Go! Let's Go By Airliner,Racdym,Taito,"February 1, 2000"
Jet Moto,"SingleTrac, Locomotive Games","SCEANA, SCEEPAL, SCEIJP","August 7, 1997"
Jet Moto 2,SingleTrac,SCEANA,Unreleased
Jet Moto 3,SingleTrac,SCEANA,Unreleased
Jetracer,Thayer GFX,Midas Interactive,Unreleased
JGTC: All-Japan Grand Touring Car Championship,TYO,TYO,"June 18, 1998"
Jigoku Sensei NuBe,TOSE,Bandai,"May 16, 1997"
Jigsaw Madness•Jigsaw Island: Japan GraffitiJP,Nippon Ichi Software,XS Games,"September 13, 1996"
Jigsaw World,Nippon Ichi Software,Nippon Ichi Software,"February 3, 1995"
Jikki Pachi-Slot Tettei Kouryaku: Speed-CR Kinkakuji 3,Culture Publishers,Culture Publishers,"August 20, 1998"
Jikki Pachi-Slot Tettei Kouryaku: Yamasa Collection,Culture Publishers,Culture Publishers,"March 26, 1998"
Jikkyou Golf Master 2000,Konami,Konami,"March 30, 2000"
Jikkyou J.League 1999 Perfect Striker,Konami,Konami,"December 2, 1999"
Jikkyou Oshaberi Parodius: Forever With Me,Stone Heads,Konami,"December 20, 1996"
Jikkyou Powerful Pro Yakyuu '95,Konami,Konami,"December 22, 1994"
Jikkyou Powerful Pro Yakyuu '95 Kaimakuban,Diamond Head,Konami,"July 14, 1995"
Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,Diamond Head,Konami,"August 28, 1997"
Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,Konami,Konami,"July 23, 1998"
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,Konami,Konami,"December 23, 1998"
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,Konami,Konami,"July 22, 1999"
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,Konami,Konami,"December 25, 1999"
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,Diamond Head,Konami,"July 19, 2000"
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,Konami,Konami,"December 21, 2000"
Jikkyou Powerful Pro Yakyuu 2001,Diamond Head,Konami,"June 7, 2001"
Jikkyou Powerful Pro Yakyuu 2001 Ketteiban,Diamond Head,Konami,"December 20, 2001"
Jikkyou Powerful Pro Yakyuu 2002 Haru,Diamond Head,Konami,"March 14, 2002"
Jikkyou Powerful Pro Yakyuu Premium-Ban,Konami,Konami,"January 23, 2003"
Jikuu Tantei DD: Maboroshi no Lorelei,System Sacom,ASCII Entertainment,"July 26, 1996"
Jikuu Tantei DD 2: Hangyaku no Apsalar,System Sacom,ASCII Entertainment,"August 27, 1998"
Jimmy Johnson VR Football '98,Padded Cell Studios,Interplay,Unreleased
Jimmy White's 2: Cueball,Awesome Developments,Virgin Interactive,Unreleased
Jingle Cats: Love Para Daisakusen no Maki,Sony Music Entertainment Japan,Sony Music Entertainment Japan,"July 16, 1998"
Jinx,"HammerHead, Ltd.",SCEE,Unreleased
Jissen Pachi-Slot Hisshouhou! 5,Sammy Studios,Sammy Studios,"November 27, 1997"
Jissen Pachi-Slot Hisshouhou! Disc Up,Sammy Studios,Sammy Studios,"November 27, 1997"
Jissen Pachi-Slot Hisshouhou! Sammy Revolution,Sammy Studios,Sammy Studios,"June 25, 1998"
Jissen Pachi-Slot Hisshouhou! Sammy Revolution 2,Sammy Studios,Sammy Studios,"April 8, 1999"
Jissen Pachi-Slot Hisshouhou! Single: Epsilon R,Sammy Studios,Sammy Studios,"October 28, 1999"
Jissen Pachi-Slot Hisshouhou! Single: Kamen Rider & Gallop,Sammy Studios,MaxBet,"October 28, 1999"
Jissen Pachi-Slot Hisshouhou! Single: Kamen Rider V3,Sammy Studios,MaxBet,"October 28, 1999"
Jissen Pachi-Slot Hisshouhou! Single: Kung-Fu Lady,Sammy Studios,MaxBet,"February 3, 2000"
Jissen Pachi-Slot Hisshouhou! Single: Sea Master X,Sammy Studios,MaxBet,"November 11, 1999"
Jissen Pachi-Slot Hisshouhou! Single: Super Star Dust 2,Sammy Studios,MaxBet,"February 17, 2000"
Jissen Pachi-Slot Hisshouhou! Single: The Kingdom,Sammy Studios,MaxBet,"February 3, 2000"
Jitsumei Jikkyou Keiba Dream Classic,Dream Japan,Bandai,"May 18, 2000"
JoJo's Bizarre Adventure,Capcom,Capcom,"October 14, 1999"
Johnny Bazookatone,U.S. Gold Ltd.,U.S. Gold Ltd.,"April 26, 1996"
Jockey Zero,Right Stuff,Right Stuff,"November 1, 1996"
Jonah Lomu Rugby,Codemasters,Rage Software,Unreleased
Joryuu Janshi ni Chousen,Culture Brain,Culture Brain,"February 11, 1999"
Jounetsu * Nekketsu Athletes: Nakimushi Coach no Nikki,Right Stuff,Right Stuff,"October 9, 1997"
Judge Dredd,Gremlin Interactive,Activision,Unreleased
Juggernaut,Jaleco Entertainment,Will,"November 19, 1998"
Jumping Flash!,Exact,Sony Computer Entertainment,"April 28, 1995"
Jumping Flash! 2,Exact,NA Sony Computer Entertainment,"April 26, 1996"
JumpStart Wildlife Safari Field Trip,Dice,Knowledge Adventure Inc.,Unreleased
Junclassic C.C. & Rope Club,T&E Soft,T&E Soft,"April 23, 1998"
Jungle Park,Saru Brunei,Bandai Visual,"February 26, 1998"
The Jungle Book Groove PartyEU•Walt Disney's The Jungle Book: Rhythm N'GrooveNA,Ubisoft,Ubisoft,Unreleased
Junjou de Karen Meimai Kishi-dan: Spectral Force Seishoujo Gaiden,Idea Factory,Idea Factory,"November 25, 1999"
Junk Brain Diagnosis,Exit,Oracion,"March 25, 1999"
Jupiter Strike,Taito Corporation,"PALNA Acclaim Entertainment, JP Taito Corporation","August 25, 1995"
K-1 The Arena Fighters•Fighting IllusionJP,Daft,THQ,November 1996
K-1 Grand Prix,Daft,Jaleco Entertainment,Unreleased
K-1 Oujya ni Narou!,Daft,Xing Entertainment,"March 30, 2000"
K-1 Revenge,Daft,Jaleco Entertainment,"September 11, 1997"
K-1 World Grand Prix 2001 Kaimakuden,Daft,Konami,"March 29, 2001"
K9.5: Live in Airedale,Lightspan,Lightspan,Unreleased
K9.5: The Hollywood Premiere,Lightspan,Lightspan,Unreleased
K9.5: The Tail-Wag Tour,Lightspan,Lightspan,Unreleased
K9.5: We are the Dogs,Lightspan,Lightspan,Unreleased
K9.5: WebTunes,Lightspan,Lightspan,Unreleased
Kaeru no Ehon: Adventure for the Lost Memories,Infinity,Victor Interactive Software,"October 21, 1999"
Kaettekita Cyborg Kuro-Chan,Konami,Konami,"November 28, 2002"
Kaettekita Pachiokun Dream Collection,Coconuts Japan,Coconuts Japan,"July 2, 1998"
Kagaku Ninja-Tai Gatchaman: The Shooting,Warashi,Bandai,"June 27, 2002"
Kagayaku Kisetsu e,Kid,Kid,"April 1, 1999"
Kagero: Deception 2,JPNA Tecmo,"JPNA Tecmo, PAL Virgin Interactive","July 23, 1998"
Kahen Soukou Gunbike: Speed Power Gunbike,Inti Creates,Sony Music Entertainment Incorporated,"April 23, 1998"
Kaibutsu Para-Dice,Make Soft,Make Soft,"July 17, 1997"
Kaijuu Senki,Produce!,Produce!,"November 15, 1996"
Kaikan Phrase: Datenshi Kourin,Produce!,Enix,"February 24, 2000"
Kaishin! Derby Analyst,Media Entertainment,Media Entertainment,"December 21, 2000"
Kaitohranma Miyabi,Imagineer,Imagineer,"January 21, 1999"
Kaitou Apricot,Kid,Takuyo,"May 22, 2003"
Kakinoki Shogi,ASCII Entertainment,ASCII Entertainment,"December 22, 1994"
Kakinoki Shogi 2,ASCII Entertainment,ASCII Entertainment,"March 26, 1998"
Kakuge-Yaro: Fighting Game Creator,Outback,Increment-P,"February 17, 2000"
Kakugo no Susume,Tomy,Tomy,"March 28, 1997"
Kamen Rider,KAZe,Bandai,"October 1, 1998"
Kamen Rider Agito,Kaze,Bandai,"November 29, 2001"
Kamen Rider: The Bike Race,Highwaystar,Bandai,"October 25, 2001"
Kamen Rider Heroes,Bandai,Bandai,"July 18, 2002"
Kamen Rider Kuuga,Kaze,Bandai,"December 21, 2000"
Kamen Rider Ryuki,Digifloyd,Bandai,"November 28, 2002"
Kamen Rider V3,Kaze,Bandai,"September 14, 2000"
Kaminari Ishiyumi Kihei Guybrave,Avit,Axelia,"July 17, 1997"
Kaminari Ishiyumi Kihei Guybrave II,Avit,Axelia,"October 29, 1998"
Kanazawa Shogi '95,SETA Corporation,SETA Corporation,"April 21, 1995"
Kanazawa Shogi Tsuki,SETA Corporation,SETA Corporation,"May 20, 1999"
Karan Koron Gakuen: Doki Doki Hen,J-Wing,J-Wing,"February 24, 2000"
Karan Koron Gakuen: Munekyun Hen,J-Wing,J-Wing,"March 30, 2000"
Karan Koron Gakuen: Pure Love Hen,J-Wing,J-Wing,"April 20, 2000"
Kart Challenge,Interactive entertainment,Midas Interactive,Unreleased
Kartia: The Word of Fate •RebusJP•Legend of KartiaPAL,"Atlus, KonamiPAL","Atlus, KonamiPAL","March 26, 1998"
Karyuu Jyou,Gust,Gust,"September 25, 1997"
Kasei Monogatari,Vistec,ASCII Entertainment,"October 22, 1998"
Katon-Kun,Irem,Irem,"September 21, 2000"
Katou Hifumi Kudan: Shogi Club,Hect,Hect,"November 27, 1997"
Kattobi Tune,Genki,Genki,"April 23, 1998"
Kawa no Nushi Tsuri: Hikyou o Motomete,Victor Interactive Software,Victor Interactive Software,"August 20, 1998"
Kaze no Notam,Artdink,Artdink,"September 11, 1997"
Kaze no Oka Kouen Nite,TechnoSoft,TechnoSoft,"September 2, 1998"
KazMania: Chaos in KazMania,Lightspan,Lightspan,Unreleased
KazMania: Trail of Gems,Lightspan,Lightspan,Unreleased
Keeper,"Fupac, Success Corp.",Success Corp.,"October 24, 2002"
Keiba Eight '98,Shangri-La,Shangri-La,"April 29, 1998"
Keiba Eight '98 Akifuyu,Shangri-La,Shangri-La,"October 22, 1998"
Keiba Eight '99 Haru Natsu,Shangri-La,Shangri-La,"April 1, 1999"
Keiba Saisho no Housoku '95,Copya Systems,Copya Systems,"June 23, 1995"
Keiba Saisho no Housoku '96 Vol. 1,Copya Systems,Copya Systems,"January 13, 1996"
Keiba Saisho no Housoku '96 Vol. 2: G-1 Road,Shangri-La,Shangri-La,"November 1, 1996"
Keiba Saisho no Housoku '97 Vol. 1: Nerae! Banbaken!,Shangri-La,Shangri-La,"April 11, 1997"
Keiba Saisho no Housoku '97 Vol. 2: To Hit,Shangri-La,Shangri-La,"October 16, 1997"
Keiba Saisho no Housoku '99 Aki Fuyu,Shangri-La,Shangri-La,"October 21, 1999"
Kekkon: Marriage,West One,Shogakukan,"October 10, 1996"
Kenki Ippatsu! Crane Master ni Narou!,"DDL, Inc.",FAB Communications,"August 3, 2000"
Kenki Ippatsu! Shovel Master ni Narou!,"DDL, Inc.",FAB Communications,"August 3, 2000"
Kensei: The King of Boxing•Victory Boxing Champion EditionPAL,Victor Interactive Software,Victor Interactive Software,"November 15, 1996"
Kensei: Sacred Fist,Konami,KCET,"November 19, 1998"
Kero Kero King,Amedio,Media Factory,"November 2, 2000"
Khamrai,Alpha Unit,Namco,"October 5, 2000"
Kickboxing•Kickboxing KnockoutEU•Simple 1500 Series Vol. 64: The KickboxingJP,Jorudan,Agetec Inc.,"July 5, 2002"
Kick Off World,Anco Software,Funsoft,Unreleased
Kid Klown in Crazy Chase 2: Love Love Hani Soudatsusen,Kemco,Kemco,"December 6, 1996"
Kid Mix Section: Character Collection,Kid,Kid,"June 28, 2001"
Kidou Butouden G Gundam: The Battle,Natsume,Bandai,"October 10, 2002"
Kidou Keisatsu Patlabor: Game Edition,Bandai Visual,Bandai Visual,"November 30, 2000"
Kidou Senki Gundam W: The Battle,Natsume,Bandai,"October 10, 2002"
Kidou Senshi Gundam Version 2.0,Bec,Bandai,"March 29, 1996"
Kidou Senshi Gundam: Giren no Yabou- Zeon no Keifu,Bandai,Bandai,"February 10, 2000"
Kidou Senshi Gundam: Giren no Yabou- Zeon no Keifu – Kouryaku Shireisho,Bandai,Bandai,"June 29, 2000"
Kidou Senshi Gundam: The Gunjin Shogi,Amedio,Bandai,"October 25, 2001"
Kiganjo,Kodansha,Kodansha,"December 22, 1999"
Kikansha Thomas to Nakamatachi,Bandai,Bandai,"September 21, 2000"
Kikuni Masahiko: Warau Fukei-san Pachi-Slot Hunter,Forum,Forum,"December 9, 1994"
"Kileak: The DNA Imperative•Kileak: The BloodJP,PAL",Genki,SCEA,"January 27, 1995"
