titles,genre,developers,publishers
Click Manga: Opera Za no Kaijin,Tokuma Shoten,Tokuma Shoten,"September 30, 1999"
Digital Ehon Vol. 1: Imadoki no Momotarou,Smilesoft,Smilesoft,"September 12, 2002"
Digital Ehon Vol. 2: Imadoki no Kaguya Hime,Smilesoft,Smilesoft,"September 12, 2002"
Digital Ehon Vol. 3: Imadoki no Sarukani,Smilesoft,Smilesoft,"September 12, 2002"
Digital Ehon Vol. 4: Imadoki no Hanasaka Jiisan,Smilesoft,Smilesoft,"September 12, 2002"
Digital Ehon Vol. 5: Imadoki no Urashi Matarou,Smilesoft,Smilesoft,"September 12, 2002"
Glay Complete Works,Exit,Oracion,"April 16, 1999"
Golgo 13: Carlyle no Yabou,Daiki,Daiki,"November 26, 1998"
Golgo 13: Mienai Guntai,Daiki,Daiki,"November 26, 1998"
Home Doctor,Datam Polystar,Success,"November 13, 1997"
Iceman: Digital Playstage,Sony Music Entertainment,Sony Music Entertainment,"March 26, 1998"
Kain no Tanoshi Mail,The Second,The Second,"February 3, 2000"
Kaiteiban Mark Yagazaki no Seiyou Senseijutsu,Success,Success,"June 28, 2001"
Kaiteiban Mark Yagazaki no Seiyou Shichusuimei,Success,Success,"June 28, 2001"
Katei de Dekiru Tsubo Shiatsu,ASK,D3Publisher,"December 13, 2001"
Katei no Fuusui,Game Stage,D3Publisher,"August 24, 2000"
Katei no Igaku,ASK,D3Publisher,"December 13, 2001"
Keitai Eddy,Increment-P,Increment-P,"July 27, 2000"
Kiseki no Maya Uranai,Oracion,Oracion,"August 5, 1999"
Kusuri no Jiten - Pill Book 2001 Edition,Jourdan,D3Publisher,"January 18, 2001"
LifeScape: Seimei 40 Okunen Haruka na Tabi,Scitron & Art,Mitsui Bussan,"January 26, 1996"
Lulu,Tohoku Shinsha,Tohoku Shinsha,"November 1, 1996"
Lupin Sansei,Daiki,Daiki,"November 26, 1998"
Arc the Lad Collection,SCEI,Working Designs,Unreleased
Arcade Classic Shuu,Success,Success,"April 24, 2002"
Army Men Gold: Collector's Edition,The 3DO Company,The 3DO Company,"April 24, 2002"
Capcom Generations (4 CDs with 13 classic games),Capcom,Virgin Interactive,"September 3, 1999"
Card Game Shuu,Success,Success,"July 25, 2002"
Crossword Shuu,Success,Success,"December 20, 2001"
Disney's Collectors' Edition,Buena Vista Interactive,Buena Vista Interactive,Unreleased
Doko Demo Issyo Deluxe Pack,Bomber eXpress,SCEI,"May 24, 2001"
The Double Shooting: RayStorm x RayCrisis•Simple 1500 Series Vol. 75: The Double Shooting: RayStorm x RayCrisisJP,Taito,D3Publisher,"October 25, 2001"
EA Action,Electronic Arts,Electronic Arts,Unreleased
EA Racing,Electronic Arts,Electronic Arts,Unreleased
EA Sports,Electronic Arts,Electronic Arts,Unreleased
Final Fantasy Anthology,Square,Square,Unreleased
Final Fantasy Anthology: European Edition,Square,SCEE,Unreleased
Final Fantasy Chronicles,Square,Square Electronic Arts,Unreleased
Final Fantasy Collection,Squaresoft,"Square Co., Ltd.","March 11, 1999"
Final Fantasy Origins•Final Fantasy I & II Premium PackageJP,Square,Square,"October 31, 2002"
Front Mission History,Square Enix,Square Enix,"December 11, 2003"
Grand Theft Auto: Collector's Edition,DMA Design,Rockstar Games,Unreleased
Grand Theft Auto: The Director's Cut,DMA Design,Rockstar Games,Unreleased
Help Charity Compilation,Electronic Arts,SCEE,Unreleased
Le Concert ff+pp,SAME Creative Inc.,Warashi,"September 7, 2000"
M&Ms Shell Shocked,Boston Animation,"NASimon & Schuster Interactive, PALJoWooD Productions",Unreleased
m: Kimi o Tsutaete,Nexus Interact,Nexus Interact,"December 20, 1996"
Maboroshi Tsukiyo,SIMS,Kaga Tech,"April 6, 2000"
Machine Head•Blam! MachineheadPAL,Core Design,Eidos Interactive,"May 23, 1997"
Machine Hunter,Eurocom,MGM Interactive,Unreleased
Macross Digital Mission VF-X,UNiT Inc.,Bandai Visual,"February 28, 1997"
Macross: Do You Remember Love?,Scarab,Bandai,"May 27, 1999"
Macross Plus: Game Edition,Shoeisha,Takara,"June 29, 2000"
Macross VF-X 2,UNiT Inc.,Bandai,"September 2, 1999"
Mad Panic Coaster,Hakuhodo,Hakuhodo,"November 3, 1997"
Mad Stalker: Full Metal Force,Fill-in-Cafe,Family Soft,"July 3, 1997"
Madden NFL 97,EA Tiburon,EA Sports,Unreleased
Madden NFL 98,EA Tiburon,EA Sports,Unreleased
Madden NFL 99,EA Tiburon,EA Sports,Unreleased
Madden NFL 2000,EA Tiburon,EA Sports,Unreleased
Madden NFL 2001,EA Tiburon,EA Sports,Unreleased
Madden NFL 2002,"EA Tiburon, Budcat Creations",EA Sports,Unreleased
Madden NFL 2003,"EA Tiburon, Budcat Creations",EA Sports,Unreleased
Madden NFL 2004,"EA Tiburon, Budcat Creations",EA Sports,Unreleased
Madden NFL 2005,"EA Tiburon, Budcat Creations",EA Sports,Unreleased
The Maestromusic,Global A,Global A,"July 27, 2000"
The Maestromusic: Encore (Expansion),Global A,Global A,"November 22, 2000"
The Maestromusic: Christmas Edition (Expansion),Global A,Global A,"December 7, 2000"
Magic Carpet,Krisalis Software,Electronic Arts,"February 14, 1997"
Magic: The Gathering: BattleMage,Realtime Associates,Acclaim,Unreleased
Magical Date: Doki Doki Kokuhaku Daisakusen,Taito,Taito,"November 20, 1997"
Magical Dice Kids,SCEI,SCEI,"August 3, 2000"
Magical Drop,Data East,Data East,"January 13, 1996"
Magical Drop III•Magical Drop III + Wonderful!JP,Data East,Data East,"February 25, 1999"
Magical Drop III: Yokubari Tokudaigou!,Data East,Data East,"October 30, 1997"
Magical Drop F - Daibouken Mo Rakujyanai!,"Data East, SAS Sakata",Data East,"October 21, 1999"
Magical Medical,Konami,Konami,"September 10, 1998"
Magical Music Eigo de One - Two - Three!,Bandai,Bandai,"September 21, 2000"
Magical Tetris Challenge•Magical Tetris Challenge featuring MickeyJP,Capcom,Capcom,"March 18, 1999"
Magical Zunou Power!! Party Selection,Pixel,Vap,"March 19, 1998"
Mahjong (Family 1500 Series),Magnolia,I'Max,"November 21, 2002"
Mahjong (Hyper Value 2800)),Konami,Konami,"January 13, 2000"
Mahjong (Selen),ProSoft,Selen,"July 12, 2001"
Mahjong Club,Natsu System,Hect,"April 9, 1998"
Mahjong de Asobo,Vap,Vap,"November 30, 2000"
Mahjong de Pon! Hanafuda de Koi! Our Graduation,Kid,Kid,"February 3, 2000"
Mahjong Ganryuujima,Cosmos Computer,ASCII Entertainment,"July 7, 1995"
Mahjong Gokuu Tenjiku,Chat Noir,Electronic Arts Victor,"December 3, 1994"
Mahjong Gokuu Tenjiku 99,Chat Noir,Chat Noir,"June 3, 1999"
Mahjong II,Mediarium,Success,"July 22, 1999"
Mahjong Senjutsu: Andou Mitsuru Pro no Akuukan Satsuhou,Mediarium,Success,"July 14, 1996"
Mahjong Station Mazin,Chat Noir,Chat Noir,"December 3, 1994"
Mahjong Taikai II Special,Koei,Koei,"November 29, 1996"
Mahjong Uranai Fortuna: Tsuki no Megami-tachi,Affect,Affect,"January 1, 2002"
Mahjong Yarouze!,Konami,Konami,"April 28, 1999"
Mahjong Youchien: Tamago Gumi,Affect,Affect,"March 12, 1998"
Mahjong Youchien: Tamago Gumi 2,Affect,Affect,"September 28, 2000"
Mahou Shoujo Fancy Coco,Pow,Planning Office Wada,"September 13, 1996"
Mahou Shoujo Pretty Sammy Part 1: In The Earth,Pioneer LDC,Pioneer LDC,"December 20, 1996"
Mahou Shoujo Pretty Sammy Part 2: In the Julyhelm,Pioneer LDC,Pioneer LDC,"March 14, 1997"
Mahoutsukai ni Naru Houhou,TGL,TGL,"February 18, 1999"
Mainichi Neko Youbi,Affect,Bandai,"September 3, 1998"
Majokko Daisakusen: Little Witching Mischiefs,Toys for Bob,Bandai,"February 4, 1999"
Makeruna! Makendō 2,Fill-in-Cafe,Datam Polystar,"November 10, 1995"
Makikou: Mystery Adventure,Success,Success,"May 24, 2001"
Marble Master•SwingPAL,Software 2000,Conspiracy Entertainment,Unreleased
Marby Baby Story,Ponos,Ponos,"February 18, 1999"
Maria: Kimitachi ga Umareta Wake,Break,Axela,"December 11, 1997"
Maria 2: Jutai Kokuchi no Nazo,Break,Axela,"August 5, 1999"
Marie no Atelier: Salburg no Renkinjutsushi,Gust,Gust,"May 23, 1997"
Marie no Atelier Plus - Salburg no Renkinjutsushi,Gust,Gust,"June 4, 1998"
Mario Mushano no Chou-Shogi-Juku,King Records,King Records,"October 23, 1997"
Marionette Company,Micro Cabin,Micro Cabin,"May 20, 1999"
Marionette Company 2 Chu!,Micro Cabin,Micro Cabin,"May 18, 2000"
Marl Jong!!,Nippon Ichi Software,Nippon Ichi Software,"April 24, 2003"
Mars Moose Cosmic Quest 1: City Sights,Lightspan,Lightspan,Unreleased
Mars Moose Cosmic Quest 2: Fairy Tale Island,Lightspan,Lightspan,Unreleased
Mars Moose Cosmic Quest 3: Race Through France,Lightspan,Lightspan,Unreleased
Mars Moose Stay & Play 1: In the Clubhouse,Lightspan,Lightspan,Unreleased
Mars Moose Stay & Play 2: In Mars' Bedroom,Lightspan,Lightspan,Unreleased
Mars Moose Stay & Play 3: In Lonnie's Classroom,Lightspan,Lightspan,Unreleased
Mars Moose Walkabout 1: The Natural History Museum,Lightspan,Lightspan,Unreleased
Mars Moose Walkabout 2: The Shakespeare Festival,Lightspan,Lightspan,Unreleased
Mars Moose Walkabout 3: World Sports Day,Lightspan,Lightspan,Unreleased
Martial Beat,Konami,Konami,"February 7, 2002"
Martial Beat 2,Konami,Konami,"September 12, 2002"
Martian Gothic: Unification,Coyote Developments,Take-Two Interactive,Unreleased
Marvel Super Heroes,Capcom,Capcom,"September 25, 1997"
Marvel Super Heroes vs. Street Fighter,Capcom,"Virgin InteractivePAL, CapcomJP,NA","February 25, 1999"
Marvel vs. Capcom: Clash of Super Heroes,Capcom,"Virgin InteractivePAL, CapcomJP,NA","November 11, 1999"
Mary-Kate and Ashley: Crush Course,n-Space,Acclaim,Unreleased
Mary-Kate and Ashley: Magical Mystery Mall,n-Space,Acclaim,Unreleased
Mary-Kate and Ashley: Winner's Circle,Tantalus Software,Acclaim,Unreleased
Mary King's Riding Star,Midas,Midas,Unreleased
Mass Destruction,NMS Software,"ASC GamesNA, BMG InteractivePAL",Unreleased
Master of Monsters: Disciples of Gaia,SystemSoft,ASCII Entertainment,Unreleased
The Master's Fighter,Shinemasa Play,Shinemasa Play,"November 20, 1997"
Masters: Shin Harukanaru Augusta,T&E Soft,Soft Bank,"July 12, 1996"
Masumon Kids: The Another World of The Master of Monsters,SystemSoft,Toshiba EMI,"June 25, 1998"
The Match Golf,Marble,Zoom-X,"January 22, 1998"
Math Gallery Collection 1,Lightspan,Lightspan,Unreleased
Math Gallery Collection 2,Lightspan,Lightspan,Unreleased
Math on the Move!: Addition/Subtraction Advanced,Lightspan,Lightspan,Unreleased
Math on the Move!: Addition/Subtraction Intermediate,Lightspan,Lightspan,Unreleased
Math on the Move!: Multiplication/Division Advanced,Lightspan,Lightspan,Unreleased
Math on the Move!: Multiplication/Division Intermediate,Lightspan,Lightspan,Unreleased
Mat Hoffman's Pro BMX,Runecraft,Activision,"September 5, 2002"
Matsukata Hiroki no World Fishing,TOSE,Bullet Proof Software,"January 19, 1996"
Matsumoto Reiji 999: Story of Galaxy Express 999,Polygon Magic,Banpresto,"June 28, 2001"
Max Surfing 2nd,KSS,KSS,"September 21, 2000"
Maximum Force,Tantalus Interactive,Midway,Unreleased
MaxRacer,PD,PD,"April 18, 1997"
Mawatte Mucho!,Tohoku Shinsha,Tohoku Shinsha,"June 25, 1998"
Maze Heroes: Meikyuu Densetsu,Media Entertainment,Media Entertainment,"November 28, 2002"
MDK,Neversoft,Playmates Interactive Entertainment,"August 5, 1999"
MechWarrior 2,Quantum Factory,Activision,Unreleased
Medal of Honor,DreamWorks Interactive,Electronic Arts,Unreleased
Medal of Honor: Underground,DreamWorks Interactive,Electronic Arts,Unreleased
Medarot R,Natsume,Imagineer,"November 25, 1999"
MediEvil,Sony Computer Entertainment,Sony Computer Entertainment,"June 17, 1999"
MediEvil 2,Sony Computer Entertainment,Sony Computer Entertainment,Unreleased
Mega Man 8•Rockman 8JP,Capcom,Capcom,"December 17, 1996"
Mega Man: Battle & Chase,Capcom,Capcom,"March 20, 1997"
Mega Man Legends•Rockman DASHJP,Capcom,Capcom,"December 18, 1997"
Mega Man Legends 2•Rockman DASH 2JP,Capcom,Capcom,"April 20, 2000"
Mega Man X3,Capcom,CapcomVirgin Interactive,"April 26, 1996"
Mega Man X4•Rockman X4JP,Capcom,CapcomVirgin Interactive,"August 1, 1997"
Mega Man X5•Rockman X5JP,Capcom,Capcom,"November 30, 2000"
Mega Man X6•Rockman X6JP,Capcom,Capcom,"November 29, 2001"
Megatudo 2096,General Support,Banpresto,"October 18, 1996"
Meguri Aishite,Sony Music Entertainment Japan,Sony Music Entertainment Japan,"February 25, 1999"
Meitantei Conan,Jorudan,Bandai,"November 19, 1998"
Meitantei Conan: 3-Jin no Meitantei,Bandai,Bandai,"August 10, 2000"
Meitantei Conan: The Board Game,Bandai,Bandai,"August 29, 2002"
Meitantei Conan: Saikou no Aibou,Bandai,Bandai,"April 25, 2002"
Meitantei Conan: Trick Trick Vol. 1,Kamui,Bandai,"April 17, 2003"
Melty Lancer: Ginga Shoujo Keisatsu 2086,Tenky,Imagineer,"March 22, 1996"
Melty Lancer: Re-inforce,Tenky,Imagineer,"December 4, 1997"
Melty Lancer: The 3rd Planet,Tenky,Konami,"June 17, 1999"
Memorial * Series: Sunsoft Vol. 1: Ikki / Super Arabian,SunSoft,SunSoft,"November 4, 2001"
Memorial * Series: Sunsoft Vol. 2: Route-16 Turbo / Atlantis no Nazo,SunSoft,SunSoft,"December 6, 2001"
Memorial * Series: Sunsoft Vol. 3: Madoola no Tsubasa / Toukaidou Gojuusan Tsugi,SunSoft,SunSoft,"December 27, 2001"
Memorial * Series: Sunsoft Vol. 4: Chou Wakusei Senki Metafight / Ripple Island,SunSoft,SunSoft,"February 14, 2002"
Memorial * Series: Sunsoft Vol. 5: Raf World / Hebereke,SunSoft,SunSoft,"March 28, 2002"
Memorial * Series: Sunsoft Vol. 6: Battle Formula / Gimmick!,SunSoft,SunSoft,"November 21, 2002"
Memories Off,Kid,Kid,"September 30, 1999"
Memories Off 2nd,Kid,Kid,"September 27, 2001"
Men in Black: The Game,Gigawatt Studios,Gremlin Interactive,Unreleased
Men in Black: The Series – Crashdown,Runecraft,Infogrames,Unreleased
Menkyo o Torou,Twilight Express,Twilight Express,"May 25, 2000"
Meremanoid,Xing Entertainment,Xing Entertainment,"August 5, 1999"
Mermaid no Kisetsu,Game Village,NetVillage,"December 13, 2001"
Mermaid no Kisetsu: Curtain Call,Game Village,NetVillage,"August 1, 2002"
Merriment Carrying Caravan,Tenky,Imagineer,"August 6, 1998"
Meru Purana,Gust,Gust,"June 21, 1996"
Meta-Ph-List: Gamma X 2097,ADM,ADM,"January 31, 1997"
Metal Angel 3,Victor Interactive Software,Victor Interactive Software,"June 13, 1997"
Metal Gear Solid,Konami,Konami,"September 3, 1998"
Metal Gear Solid: Integral,Konami,Konami,"June 24, 1999"
Metal Gear Solid: VR Missions,Konami,Konami,Unreleased
Metal Jacket,Team Tornado,Pony Canyon,"September 22, 1995"
Metal Slug,Nazca Corporation,SNK,"August 7, 1997"
Metal Slug X,ProSoft,"SCEIAU, SNKJP, AgetecNA, Virgin InteractivePAL","January 25, 2001"
Metamoru Panic: Doki Doki Youma Busters!!,Fill-In Cafe,Family Soft,"December 22, 1995"
Mezase! Airline Pilot,Twilight Express,Twilight Express,"August 5, 1999"
Mezase! Meimon Yakyubu,Dazz,Dazz,"March 18, 1999"
Mezase! Senkyuu Ou,Seibu Kaihatsu,Seibu Kaihatsu,"April 19, 1996"
Michael Owen's WLS 99,Silicon Dreams Studio,Eidos,Unreleased
Michael Schumacher Racing World Kart 2002,Radon Labs,JoWooD Productions,Unreleased
Michelin Rally Masters: Race of Champions,Digital Illusions,Infogrames,Unreleased
Michinoku Hitou Koimonogatari Kai,Fog,Fog,"December 22, 1999"
Mickey's Wild Adventure,Traveller's Tales,Sony Imagesoft,Unreleased
Mickey to Nakamatachi - Kazuasobi IroIro,Atlus,Atlus,"November 15, 2001"
Micro Machines V3,Codemasters,Midway,"January 1, 1998"
Midnight Run: Road Fighter 2,Konami Computer Games Aoyama,Konami,"November 27, 1997"
Midori no Makibao: Kuroi Inazuma Shiroi Kiseki,Axela,Axela,"March 19, 1998"
Mighty Hits,Altron,Altron,"December 27, 1996"
"Mighty Hits SpecialPAL, Mighty Hits Special (Pop Collection 1280 Vol. 4)JP",Altron,Altron,"July 15, 1999"
Mikagura Shōjo Tanteidan,Human Entertainment,Human Entertainment,"September 17, 1998"
Mike Tyson Boxing•Prince Naseem BoxingPAL,Codemasters,Codemasters,Unreleased
Milky Season,KID,KID,"February 28, 2002"
Mille Miglia,Kung Fu Games,SCi,Unreleased
Million Classic,Bandai,Bandai,"March 18, 1999"
Minakata Hakudou Toujou,Thinking Rabbit,Atlus,"August 7, 1997"
MiniMoni: Dice de Pyon!,Konami,Konami,"March 20, 2002"
MiniMoni ni Ninaru no da Pyon!,Bandai,Bandai,"September 26, 2002"
MiniMoni: Shaker and Tambourine! Dapyon!,Sega,Sega,"September 19, 2002"
MiniMoni: Step Up Pyon Pyon Pyon,Konami,Konami,"December 12, 2002"
Minna Atsumare! Igo Kyoushitsu,SilverStar,I.Magic,"December 11, 2003"
Minna no Igo,Sunsoft,SunSoft,"October 25, 2001"
Minna no Kanji Kyoushitsu: Chousen!! Kanji Kentei•Kanji Quiz: Kanji Kentei ni ChallengeJP,Dyna Corporation,Dyna Corporation,"April 26, 2001"
Minna no Mahjong,Success,Success,"May 31, 2001"
Minna no Othello,Success,Success,"February 28, 2002"
Minna no Shiiku Kyoushitsu: Kuwagata-hen,Dyna Corporation,Dyna Corporation,"September 6, 2001"
Minna no Shogi: Chuukyuuhen,Success,Success,"March 7, 2002"
Minna no Shogi: Jokyuuhen,Success,Success,"March 7, 2002"
Minna no Shogi: Shokyuuhen,Success,Success,"March 7, 2002"
Minnya de Ghost Hunter,E3 Staff,E3 Staff,"December 5, 2002"
Minton Keibu no Sousa File: Doukeshi Satsujin Jiken,Thinking Rabbit,Riverhillsoft,"December 4, 1997"
Miracle Jim no Bassing Beat,E3 Staff,Hearty Robin,"February 11, 1998"
Miracle Space Race,Miracle Designs,Mud Duck Productions,Unreleased
Miracle World: Fushigi no Kuni no IQ Meiro,Wizard,Wizard,"December 8, 1995"
Mirano no Arubaito Collection,West One,Victor Interactive Software,"July 1, 1999"
Misa no Mahou Monogatari,Sammy Studios,Sammy Studios,"February 26, 1998"
Misaki-Aggressive,Zero System,Shoeisha,"July 23, 1998"
The Misadventures of Tron Bonne,Capcom,Capcom,"July 22, 1999"
Miss Spider's Tea Party,Hypnotix,Simon & Schuster Interactive,Unreleased
Missile Command,"Meyer,Glass Interactive",Hasbro Interactive (Under the Atari Interactive Label),Unreleased
The Mission,Microids,Microids,Unreleased
Mission: Impossible,X-Ample Architectures,Infogrames,Unreleased
Missland,Altron,Altron,"April 28, 1995"
Missland 2,Altron,Altron,"November 26, 1998"
Mitouhou e no Chousen: Alps-Hen,We Net,We Net,"July 24, 1997"
Mitsumete Knight,"Konami, Red Company",Konami,"March 19, 1998"
Mitsumete Knight R Daibouken hen,Konami,Konami,"November 26, 1998"
Mizuki Shigeru no Yokai Butouden,KSS,KSS,"April 25, 1997"
Mizzurna Falls,Human Entertainment,Human Entertainment,"December 23, 1998"
MLB '98,Sony Computer Entertainment,Sony Computer Entertainment,Unreleased
MLB '99,Sony Computer Entertainment,Sony Computer Entertainment,Unreleased
MLB 2000,989 Sports,989 Sports,Unreleased
MLB 2001,989 Sports,989 Sports,Unreleased
MLB 2002,989 Sports,Sony Computer Entertainment,Unreleased
MLB 2003,989 Sports,Sony Computer Entertainment,Unreleased
MLB 2004,989 Sports,Sony Computer Entertainment,Unreleased
MLB 2005,989 Sports,Sony Computer Entertainment,Unreleased
MLB Pennant Race,Sony Interactive Studios America,SCEA,Unreleased
Mobil 1: Rally Championship,"Magnetic Fields, Creative Asylum Limited","Actualize, Ubisoft, Europress Software",Unreleased
Mobile Armor•Simple 1500 Series Vol. 90: The SenshaJP,Highwaystar,Agetec Inc.,"March 28, 2002"
Mobile Light Force,Psikyo,XS Games,"December 15, 1995"
Mobile Suit Gundam,Sunrise,Bandai,"June 23, 1995"
Mobile Suit Gundam: Perfect One Year War,Bandai,Bandai,"July 31, 1997"
Mobile Suit Z-Gundam,Bandai,Bandai,"December 11, 1997"
Mobius Link 3D,I.Magic,Itochu,"April 2, 1998"
Momotarou Densetsu,Make,Hudson,"December 23, 1998"
Momotarou Dentetsu 7,Make,Hudson,"December 23, 1997"
Momotarou Dentetsu V,Make,Hudson,"December 16, 1999"
Momotarou Matsuri: Ishikawa Rokuemon no Maki,Make,Hudson,"September 13, 2001"
Mona & Moki: Drive Me Wild,Lightspan,Lightspan,Unreleased
Mona & Moki: Drive Me Wilder,Lightspan,Lightspan,Unreleased
Monaco Grand Prix Racing Simulation,Ubisoft Paris,Ubisoft,"September 30, 1999"
Money Idol Exchanger,Face,Affect,"November 5, 1998"
Monkey Hero,Blam!,Take-Two Interactive,Unreleased
Monkey Magic,Mpen,Sunsoft,"July 13, 2000"
Monopoly,Gremlin Interactive,Hasbro Interactive,Unreleased
Monster * Race,Koei,Koei,"December 17, 1998"
Monster Bass,Magical Company,XS Games,"June 15, 2000"
Monster Collection: Kamen no Madoushi,Kadokawa,ESP Software,"October 28, 1999"
Monster Complete World,Idea Factory,Idea Factory,"May 27, 1999"
Monster Punish,Siesta,Teichiku Records,"December 16, 1999"
Monster Racer,Microids,Microids,Unreleased
Monster Rancher,Tecmo,Tecmo,"July 24, 1997"
Monster Rancher 2,Tecmo,Tecmo,"February 25, 1999"
Monster Rancher Battle Card: Episode II,Tecmo,Tecmo,"March 23, 2000"
Monster Rancher Hop-A-Bout,Tecmo,Tecmo,"March 22, 2001"
Monster Seed,NK System,Sunsoft,"November 5, 1998"
"Monsters, Inc. Scream Team•Monsters, Inc. Scare IslandPAL•Monsters, Inc. Monster AcademyJP",Artificial Mind and Movement,Sony Computer Entertainment,"March 14, 2002"
Monte Carlo Games Compendium,Mere Mortals,Midas Interactive,Unreleased
Moon: Remix RPG Adventure,Love-de-Lic,ASCII Entertainment,"October 16, 1997"
Moonlight Syndrome,Human Entertainment,Human Entertainment,"October 9, 1997"
Moorhen 3: Chicken Chase,Similis,Ubisoft,Unreleased
Moorhuhn 2,Similis,Phenomedia,Unreleased
Moorhuhn Kart,Sproing Interactive Media,Phenomedia,Unreleased
Moorhuhn X,Sproing Interactive Media,Phenomedia,Unreleased
Mori no Oukoku,"Asmik Ace Entertainment, Inc","Asmik Ace Entertainment, Inc","October 12, 1999"
Morita Kazurou no Chess,Yuki,Yuki,"December 16, 1999"
Morita Kazurou no Gomokunarabe to Renju,Yuki,Yuki,"December 16, 1999"
Morita Kazurou no Hanafuda,Yuki,Yuki,"December 16, 1999"
Morita Kazurou no Mahjong,Yuki,Yuki,"February 17, 2000"
Morita Kazurou no Reversi,Yuki,Yuki,"September 22, 1999"
Morita Kazurou no Shogi Dojo,Yuki,Yuki,"September 22, 1999"
Morita Shogi,Random House,Seta Corporation,"December 4, 1997"
Moritaka Chisato: Safari Tokyo,Oracion,Koei,"October 22, 1998"
Mort the Chicken,AndNow Interactive,Crave,Unreleased
Mortal Kombat II,Probe Entertainment,Acclaim Japan,"August 12, 1996"
Mortal Kombat 3,Williams,SCEA,"June 14, 1996"
Mortal Kombat 4,Eurocom,Midway,Unreleased
Mortal Kombat Mythologies: Sub-Zero,Avalanche Software,Midway,Unreleased
Mortal Kombat: Special Forces,Midway,Midway,Unreleased
Mortal Kombat Trilogy,Avalanche Software,Midway,Unreleased
Moses Prince Of Egypt,The Code Monkeys,Midas Interactive,Unreleased
Moto Racer,Delphine Software International,Electronic Arts,Unreleased
Moto Racer 2,Delphine Software International,Electronic Arts,Unreleased
Moto Racer 3: World Tour,Delphine Software International,Electronic Arts,Unreleased
Motocross Mania,Deibus Studios,Take-Two Interactive,Unreleased
Motocross Mania 2,Gotham Games,Gotham Games,Unreleased
Motor Toon Grand Prix,Sony Computer Entertainment,Sony Computer Entertainment,"December 16, 1994"
Motor Toon Grand Prix 2•Motor Toon Grand PrixNA,Polyphony Digital,Sony Computer Entertainment,"May 24, 1996"
Motorhead,Digital Illusions CE,"Fox Interactive, Gremlin Interactive",Unreleased
Motor Mash,Eutechnyx,Ocean Software,Unreleased
Motteke Tamago with Ganbare Kamonohasi,Naxat Soft,Naxat Soft,"April 23, 1998"
Motto! Oja Majo Do-Re-Mi: Mahodou Smile Party,Bandai,Bandai,"July 26, 2001"
Motto Trump Shiyouyo! i-Mode de Grand Prix,Pure Sound,Pure Sound,"June 27, 2002"
Motto! Nyan to Wonderful 2,Banpresto,Banpresto,"February 11, 1999"
Moujya,Racdym,Virgin Interactive,"January 10, 1997"
Mouri Motonari: Chikai no Sanshi,Koei,Koei,"February 26, 1998"
Mr. Driller,Namco,Namco,"June 29, 2000"
Mr. Driller G,Namco,Namco,"November 22, 2001"
Mr. Prospector: Horiate-kun,Rythmics,ASK,"August 19, 1999"
Ms. Pac-Man Maze Madness,Namco,Namco,"December 28, 2000"
MTB Dirt Cross,Sammy Studios,Sammy Studios,"October 15, 1998"
MTV Sports: Pure Ride,Radical Entertainment,THQ,Unreleased
MTV Sports: Skateboarding featuring Andy MacDonald,Darkblack,THQ,Unreleased
MTV Sports: Snowboarding,Radical Entertainment,THQ,Unreleased
MTV Sports: T.J. Lavin's Ultimate BMX,Blue Shift,THQ,Unreleased
The Mummy•Hamunaptra: Ushinawareta Sabaku no MiyakoJP,Rebellion,Konami,Unreleased
Munasawagi no Yokan: Yagami hiroki no Game-Taste,Nippon Create,Kodansha,"May 20, 1999"
Muppet Monster Adventure,Magenta Software,Jim Henson Interactive and Sony Computer Entertainment,Unreleased
Muppet RaceMania,Traveller's Tales,Midway,Unreleased
Murakoshi Masami no Bakuchou Nippon Rettou•Murakoshi Masami no Bakuchou Nippon Rettou: TsuriCon EditionJP,A-Wave,Victor Interactive Software,"June 11, 1998"
Murakoshi Masami no Bakuchou Nippon Rettou 2,A-Wave,Victor Interactive Software,"September 14, 2000"
Murakoshi Masami no Pakuchikou Seabass Fishing,A-Wave,Victor Interactive Software,"March 25, 1999"
The Murasaki Kinshiro,SunSoft,SunSoft,"May 2, 2000"
Murder on the Eurasia Express,System Sacom,Enix Corporation,"September 26, 1998"
Mushi no Idokoro,Gen Soft,Gen Soft,"June 28, 1998"
Mushi Tarou,Victor Interactive Software,Victor Interactive Software,"July 6, 2000"
Muteki-ō Tri-Zenon,Marvelous Entertainment,Marvelous Entertainment,"March 15, 2001"
My Disney Kitchen,Atlus,Bam! Entertainment,"February 7, 2002"
My Dream: On Air ga Matenakute,Nippon Create,Nippon Create,"September 18, 1997"
My Garden,TechnoSoft,TechnoSoft,"September 2, 1999"
My Home Dream,Victor Interactive Software,Victor Interactive Software,"December 2, 1999"
Myst,"Cyan Worlds, Alfa System","Psygnosis, Soft BankJP","January 27, 1995"
Mystic Ark: Maboroshi Gekijo,Produce,Enix Corporation,"March 18, 1999"
The Mystic Dragoons,Dual,Xing Entertainment,"June 17, 1999"
Mystic Mind,Mycom,Mycom,"September 3, 1998"
N2O: Nitrous Oxide,Gremlin Interactive,Fox Interactive,Unreleased
Nagano Winter Olympics '98,Konami,Konami,"December 18, 1997"
Nage Libre: Rasen no Soukoku,Varie,Varie,"February 21, 1997"
Nainai no Meitantei,TOSE,Namco,"December 22, 1999"
