titles,genre,developers,publishers
Street Fighter Anniversary Collection,Fighting,Capcom,Capcom
Street Hoops,Sports,Black Ops Entertainment,Activision
Street Racing Syndicate,Racing,Eutechnyx,Namco
Strike Force Bowling,Sports,LAB Rats Games,Crave Entertainment
Stubbs the Zombie in Rebel Without a Pulse,Action,Wideload,Aspyr
Sudeki,Action RPG,Climax,Xbox Game Studios
The Suffering,"Third-person shooter,First-person shooter,Survival Horror",Surreal Software,Midway Games
The Suffering: Ties That Bind,"Third-person shooter,First-person shooter,Survival Horror",Surreal Software,Midway Games
Super Bubble Pop,Puzzle,Zombie Studios,Jaleco
Super Monkey Ball Deluxe,Platformer,Sega,Sega
Superman Returns,Action,EA Tiburon,EA Games
Superman: The Man of Steel,Action-Adventure,Circus Freak,Infogrames
SVC Chaos: SNK vs. Capcom,Fighting,Playmore,Playmore
SWAT: Global Strike Team,Tactical shooter,Argonaut Games,Vivendi Universal Games
SX Superstar,Racing,Climax Studios,AKA Acclaim
Syberia,Adventure,Microïds,XS Games
Syberia II,Adventure,Microïds,XS Games
Taito Legends,Arcade Compilations,Taito Corporation,"Empire Interactive, Sega"
Taito Legends 2,Arcade Compilations,Taito Corporation,Empire Interactive
Tak: The Great Juju Challenge,Action-Adventure,Avalanche Software,THQ
Tak 2: The Staff of Dreams,Action-Adventure,Avalanche Software,THQ
Takahashi Akiko no Mahjong Seminar,Tabletop game,Success,Success
Tao Feng: Fist of the Lotus,Fighting,Studio Gigante,Xbox Game Studios
Taz: Wanted,Action-Adventure,Blitz Games,Infogrames
Tecmo Classic Arcade,Arcade Compilations,Tecmo,Tecmo
Teen Titans,"Action,Beat 'em up",Artificial Mind and Movement,"THQ, Majesco Entertainment"
Teenage Mutant Ninja Turtles,"Action,Beat 'em up",Konami,Konami
Teenage Mutant Ninja Turtles: Mutant Melee,Fighting,KCE Hawaii,Konami
Teenage Mutant Ninja Turtles 2: Battle Nexus,"Beat 'em up,Platformer",Konami,Konami
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Beat 'em up,Konami,Konami
Tenchu: Return from Darkness,"Third-person Action-Adventure,Stealth",K2 LLC,"Activision, FromSoftware (JP)"
Tenerezza,"Action,RPG",Aqua Plus,Aqua Plus
Tennis Masters Series 2003,Sports,Microids,Hip Games
The Terminator: Dawn of Fate,Action,Paradigm Entertainment,Infogrames
Terminator 3: Rise of the Machines,First-person shooter,Black Ops Entertainment,Atari
Terminator 3: The Redemption,Action-Adventure,Paradigm Entertainment,Atari
Test Drive,Racing,Pitbull Syndicate,Infogrames
Test Drive: Eve of Destruction,Racing,Monster Games,Atari
Test Drive Off-Road Wide Open,Racing,Angel Studios,Infogrames
Tetris Worlds,Puzzle,Radical Entertainment,THQ
Tetris Worlds (Online Edition),Puzzle,Radical Entertainment,THQ
Thief: Deadly Shadows,Stealth,Ion Storm,Eidos Interactive
The Thing,"Third-person shooter,Survival Horror",Computer Artworks,Vivendi Universal Games
Thousand Land,Strategy,FromSoftware,FromSoftware
Thrillville,"Strategy,Action,Party game",Frontier Developments,LucasArts
Tiger Woods PGA Tour 2003,Sports,EA Sports,EA Games
Tiger Woods PGA Tour 2004,Sports,EA Sports,EA Games
Tiger Woods PGA Tour 2005,Sports,EA Sports,EA Games
Tiger Woods PGA Tour 06,Sports,EA Sports,EA Games
Tiger Woods PGA Tour 07,Sports,EA Sports,EA Games
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Action-Adventure,Capcom,Buena Vista GamesCapcom (EU)
TimeSplitters 2,First-person shooter,Free Radical,Eidos Interactive
TimeSplitters: Future Perfect,First-person shooter,Free Radical,EA Games
TOCA Race Driver 2: The Ultimate Racing Simulator,Racing,Codemasters,Codemasters
TOCA Race Driver 3,Racing,Codemasters,Codemasters
ToeJam & Earl III: Mission to Earth,"Action-Adventure,Platformer",ToeJam & Earl Productions,Sega
Tom and Jerry in War of the Whiskers,Fighting,VIS Entertainment,NewKidCo
Tom Clancy's Ghost Recon,Tactical shooter,Red Storm Entertainment,Ubisoft
Tom Clancy's Ghost Recon 2,Tactical shooter,Red Storm Entertainment,Ubisoft
Tom Clancy's Ghost Recon 2: Summit Strike,Tactical shooter,Red Storm Entertainment,Ubisoft
Tom Clancy's Ghost Recon: Advanced Warfighter,Tactical shooter,Ubisoft,Ubisoft
Tom Clancy's Ghost Recon: Island Thunder,Tactical shooter,Red Storm Entertainment,Ubisoft
Tom Clancy's Rainbow Six 3,Tactical shooter,Ubisoft,Ubisoft
Tom Clancy's Rainbow Six 3: Black Arrow,Tactical shooter,Ubisoft,Ubisoft
Tom Clancy's Rainbow Six: Critical Hour,Tactical shooter,"Ubisoft Quebec, Red Storm Entertainment",Ubisoft
Tom Clancy's Rainbow Six: Lockdown,Tactical shooter,Red Storm Entertainment,Ubisoft
Tom Clancy's Splinter Cell,Stealth,Ubisoft Montreal,Ubisoft
Tom Clancy's Splinter Cell: Chaos Theory,Stealth,"Ubisoft Montreal, Ubisoft Annecy",Ubisoft
Tom Clancy's Splinter Cell: Double Agent,Stealth,Ubisoft,Ubisoft
Tom Clancy's Splinter Cell: Pandora Tomorrow,Stealth,Ubisoft,Ubisoft
Tomb Raider: Legend,Third-person Action-Adventure,Crystal Dynamics,Eidos Interactive
Tony Hawk's American Wasteland,Sports,Neversoft,Activision
Tony Hawk's Pro Skater 2x,Sports,Neversoft,Activision
Tony Hawk's Pro Skater 3,Sports,Neversoft,Activision
Tony Hawk's Pro Skater 4,Sports,Neversoft,Activision
Tony Hawk's Project 8,Sports,Shaba Games,Activision
Tony Hawk's Underground,Sports,Neversoft,Activision
Tony Hawk's Underground 2,Sports,Neversoft,Activision
Top Gear RPM Tuning  RPM Tuning (EUR),Racing,Babylon Software,MC2 France
Top Spin Tennis,Sports,PAM Development,Xbox Game Studios
Torino 2006,Sports,49 Games,2K Games
Tork: Prehistoric Punk,Platformer,Tiwak,Ubisoft
Total Club Manager 2004,Sports Manager,EA Canada,EA Sports
Total Club Manager 2005,Sports Manager,EA Canada,EA Sports
Total Immersion Racing,Racing,Razorworks,Empire Interactive
Total Overdose: A Gunslinger's Tale in Mexico,Third-person shooter,Deadline Games,Eidos Interactive
Totaled!,"Racing,Vehicular combat",Rage Software,Majesco Entertainment
Touge R,Racing,"Cave, Nextech",Atlus
Tour de France,Sports (Cycling),Konami,Konami
Toxic Grind,Extreme Sports,Blue Shift,THQ
TransWorld Snowboarding,Sports,Housemarque,Infogrames
TransWorld Surf,Sports,Angel Studios,Infogrames
Triangle Again,Visual novel,"Kiki Co., Production I.G.",Kiki Co.
Triangle Again 2,Visual novel,Kiki Co.,Kiki Co.
Trigger Man,Third-person shooter,Point of View,Crave Entertainment
Triple Play 2002,"Sports,Baseball",Pandemic Studios,EA Games
Trivial Pursuit Unhinged,Board Game,Artech Studios,Atari
Tron 2.0 Killer App,First-person shooter,Climax Group,Buena Vista Interactive
True Crime: New York City,"Action-Adventure,Third-person shooter",Luxoflux,Activision
True Crime: Streets of LA,"Action-Adventure,Third-person shooter",Luxoflux,Activision
Turok: Evolution,First-person shooter,Acclaim Studios Austin,Acclaim Entertainment
Ty the Tasmanian Tiger,Platformer,Krome Studios,EA Games
Ty the Tasmanian Tiger 2: Bush Rescue,Platformer,Krome Studios,EA Games
Ty the Tasmanian Tiger 3: Night of the Quinkan,Platformer,Krome Studios,Activision Value
UEFA Champions League 2004-2005,Sports,EA Games,EA Games
UEFA Euro 2004,Sports,EA Canada,EA Games
UFC: Tapout,Fighting,DreamFactory,Crave Entertainment
UFC: Tapout 2,Fighting,DreamFactory,TDK Mediactive
Ultimate Beach Soccer,Sports,PAM Development,Wanadoo EditionDreamCatcher Interactive
Ultimate Pro Pinball,Pinball,Atomic Planet Entertainment,Empire Interactive
Ultimate Spider-Man,Action-Adventure,Treyarch,Activision
Ultra Bust-a-Move  Ultra Puzzle Bobble (JP),Puzzle,Taito Corporation,Majesco Entertainment
Umezawa Yukari no Igo Seminar,Tabletop game,Success,Success
Unreal Championship,First-person shooter,Digital Extremes,Infogrames
Unreal Championship 2: The Liandri Conflict,First-person shooter,Epic Games,Midway Games
Unreal II: The Awakening,First-person shooter,Tantalus Interactive,Atari
Urban Chaos: Riot Response,First-person shooter,Rocksteady Studios,Eidos Interactive
The Urbz: Sims in the City,Simulation,Maxis,EA Games
V-Rally 3,Racing,Eden Studios,Infogrames
Van Helsing,Third-person shooter,Saffire,Vivendi Universal Games
Vexx,Platformer,Acclaim Studios Austin,Acclaim Entertainment
Vietcong: Purple Haze,Tactical shooter,Coyote,Gathering
Virtual Pool: Tournament Edition,Pool,Celeris,Global Star Software
Volvo: Drive For Life,Racing,Climax Group,Xbox Game Studios
Voodoo Vince,Platformer,Beep Industries,Xbox Game Studios
Wakeboarding Unleashed,"Sports,Wakeboarding",Shaba Games,Activision
Wallace & Gromit in Project Zoo,Platformer,Frontier Developments,BAM! Entertainment
Wallace & Gromit: The Curse of the Were-Rabbit,Platformer,Frontier Developments,Konami
Warpath,First-person shooter,Digital Extremes,Groove Games
The Warriors,"Action-Adventure,Beat 'em up",Rockstar Toronto,Rockstar Games
Whacked!,Party game,Presto Studios,Xbox Game Studios
Whiplash,"Platformer,Action-Adventure",Crystal Dynamics,Eidos Interactive
Whiteout,Racing,Konami,Konami
The Wild Rings,Fighting,Xbox Game Studios,Xbox Game Studios
WinBack 2: Project Poseidon,Third-person shooter,Cavia Inc.,Koei
Wings of War,Combat Flight Simulator,Silver Wish Games,Gathering
Without Warning,Third-person shooter,CiRCLE,Capcom
World Championship Poker,"Card Game,Poker",Crave Entertainment,Crave Entertainment
World Championship Poker 2: Featuring Howard Lederer,"Card Game,Poker",Crave Entertainment,Crave Entertainment
World Championship Pool 2004,Pool,Blade Interactive,Jaleco Entertainment
World Championship Rugby,Sports,Swordfish Studios,Acclaim Entertainment
World Championship Snooker 2003,Sports,Blade Interactive,Codemasters
World Championship Snooker 2004,Sports,Blade Interactive,Codemasters
World Poker Tour,Poker,Coresoft,2K Sports
World Racing,Racing,Synetic,TDK Mediactive
World Racing 2,Racing,Synetic,Evolved Games
World Series Baseball 2K2,Sports,Blueshift,Sega
World Series Baseball 2K3,Sports,Blueshift,Sega
World Series of Poker,Poker,Activision Value,Activision Value
World Snooker Championship 2005,Sports,Blade Interactive,Sega
World Soccer Winning Eleven 8 International  Pro Evolution Soccer 4 (PAL)  Winning Eleven 8 (JP),Sports,KCET,Konami
World Soccer Winning Eleven 9  Pro Evolution Soccer 5 (PAL)  Winning Eleven 9 (JP),Sports,KCET,Konami
World War II Combat: Iwo Jima,First-person shooter,Direct Action,Groove Games
World War II Combat: Road to Berlin,First-person shooter,Direct Action,Groove Games
Worms 3D,Tactical Artillery,Team17,Sega
Worms 4: Mayhem,Tactical Artillery,Team17,Codemasters & Majesco Entertainment
Worms Forts: Under Siege,Tactical Artillery,Team17,Sega
Wrath Unleashed,Strategy,The Collective,LucasArts
Wreckless: The Yakuza Missions  Double-S.T.E.A.L. (JP),Racing,Bunkasha Publishing,Activision
WTA Tour Tennis,Sports,Konami,Konami
WWE Raw 2,Sports,Anchor,THQ
WWE WrestleMania 21,Sports,Studio Gigante,THQ
WWF RAW,Sports,Anchor,THQ
X-Men Legends,Action RPG,Raven Software,Activision
X-Men Legends II: Rise of Apocalypse,Action RPG,Raven Software,Activision
X-Men: Next Dimension,Fighting,Paradox Development,Activision
X-Men: The Official Game,"Action,Beat 'em up",Z-Axis,Activision
X2: Wolverine's Revenge,"Action,Beat 'em up",GenePool Software,Activision
XGRA: Extreme-G Racing Association,Racing,Acclaim Studios Cheltenham,Acclaim Entertainment
Xiaolin Showdown,"Beat 'em up,Fighting",BottleRocket,Konami
XIII,First-person shooter,Ubisoft,Ubisoft
Xyanide,Shoot'em up,Playlogic,Playlogic
Yager,Combat Flight Simulator,Yager Development,Kemco
Yetisports Arctic Adventures,Party game,Pirate Games,JoWooD Productions
Yonenaga Kunio no Shougi Seminar,Tabletop game,Success,Success
Yourself!Fitness,Fitness,Respondesign,Respondesign
Yu-Gi-Oh! The Dawn of Destiny,Card Battle,KCEJ,Konami
Zapper: One Wicked Cricket,Platformer,Blitz Games,Infogrames
Zathura,Action-Adventure,High Voltage Software,2K Games
ZillerNet,Karaoke,"Studio9, Taijin Media",Xbox Game Studios
